Time (s),Channel 1 (V),Channel 2 (V)
-0.0005323825,0.8526257628565135,0.2457036428805069
-0.0005322525,0.8499342433121686,0.2460421245131241
-0.0005321225000000001,0.8489249234830393,0.2463806061457412
-0.0005319925000000001,0.8455605240526083,0.2470575694109755
-0.0005318625000000001,0.8442147642804366,0.2480730143088265
-0.0005317325000000001,0.8428690045082642,0.2480730143088269
-0.0005316025,0.8408503648500036,0.2484114959414444
-0.0005314725,0.8378224053626159,0.2490884592066785
-0.0005313425,0.8354673257613153,0.2494269408392955
-0.0005312125,0.8331122461600137,0.2501039041045298
-0.0005310825000000001,0.831093606501755,0.2497654224719127
-0.0005309525000000001,0.8284020869574102,0.2501039041045298
-0.0005308225000000001,0.8260470073561085,0.2517963122676156
-0.0005306925000000001,0.8236919277548079,0.2514578306349985
-0.0005305625000000001,0.8216732880965492,0.2517963122676154
-0.0005304325,0.8196546484382884,0.2528117571654668
-0.0005303025,0.8169631288939448,0.2524732755328499
-0.0005301725,0.8146080492926431,0.252811757165467
-0.0005300425000000001,0.8115800898052552,0.2538272020633184
-0.0005299125000000001,0.8095614501469967,0.2538272020633184
-0.0005297825000000001,0.8065334906596087,0.2541656836959356
-0.0005296525000000001,0.804851290944394,0.2545041653285526
-0.0005295225000000001,0.8021597714000497,0.2555196102264037
-0.0005293925,0.8001411317417886,0.2555196102264043
-0.0005292625,0.7974496121974437,0.2558580918590216
-0.0005291325,0.7944216527100572,0.2565350551242556
-0.0005290025,0.7917301331657123,0.2568735367568727
-0.0005288725000000001,0.7890386136213675,0.2565350551242556
-0.0005287425000000001,0.7866835340200659,0.2575505000221071
-0.0005286125000000001,0.7850013343048511,0.2575505000221071
-0.0005284825000000001,0.7823098147605068,0.258227463287341
-0.0005283525,0.7789454153300737,0.2578889816547245
-0.0005282225,0.7769267756718143,0.2585659449199585
-0.0005280925,0.7735623762413849,0.2585659449199585
-0.0005279625,0.7718801765261694,0.2592429081851928
-0.0005278325000000001,0.7691886569818246,0.2592429081851928
-0.0005277025000000001,0.767170017323566,0.2595813898178099
-0.0005275725000000001,0.7644784977792212,0.2602583530830442
-0.0005274425000000001,0.7621234181779206,0.2599198714504273
-0.0005273125,0.7587590187474873,0.2599198714504273
-0.0005271825,0.7560674992031431,0.2602583530830446
-0.0005270525,0.7547217394309713,0.2609353163482785
-0.0005269225,0.7510209000574972,0.2612737979808957
-0.0005267925000000001,0.7476565006270662,0.26195076124613
-0.0005266625000000001,0.7459743009118507,0.2626277245113643
-0.0005265325000000001,0.7422734615383766,0.2622892428787471
-0.0005264025000000001,0.739581941994033,0.2622892428787471
-0.0005262725000000001,0.7362175425636024,0.2626277245113641
-0.0005261425,0.7345353428483841,0.2629662061439816
-0.0005260125,0.7318438233040384,0.2633046877765987
-0.0005258825,0.7271336641014371,0.2636431694092157
-0.0005257525000000001,0.7257879043292647,0.26432013267445
-0.0005256225000000001,0.7230963847849199,0.26432013267445
-0.0005254925000000001,0.720068425297532,0.2646586143070672
-0.0005253625000000001,0.7170404658101455,0.2653355775723011
-0.0005252325000000001,0.7143489462658005,0.2649970959396845
-0.0005251025,0.7099752270062378,0.2653355775723016
-0.0005249725,0.7072837074618928,0.2656740592049186
-0.0005248425,0.7042557479745063,0.2656740592049186
-0.0005247125,0.7012277884871184,0.2660125408375357
-0.0005245825000000001,0.6985362689427737,0.2663510224701529
-0.0005244525000000001,0.696517629284515,0.2660125408375357
-0.0005243225000000001,0.6931532298540856,0.2663510224701527
-0.0005241925000000001,0.6904617103097405,0.2670279857353868
-0.0005240625,0.6870973108793076,0.2670279857353872
-0.0005239325,0.6857515511071343,0.2670279857353875
-0.0005238025,0.6823871516767048,0.2677049490006215
-0.0005236725,0.6786863123032307,0.2673664673680043
-0.0005235425000000001,0.6759947927588859,0.2677049490006215
-0.0005234125000000001,0.672966833271498,0.2680434306332386
-0.0005232825000000001,0.669602433841067,0.2680434306332386
-0.0005231525000000001,0.6655651545245517,0.2683819122658556
-0.0005230225000000001,0.6628736349802062,0.2687203938984727
-0.0005228925,0.6601821154358589,0.2687203938984729
-0.0005227625,0.6571541559484723,0.2687203938984729
-0.0005226325,0.6541261964610844,0.2690588755310901
-0.0005225025000000001,0.6510982369736965,0.2693973571637072
-0.0005223725000000001,0.6477338375432655,0.2690588755310901
-0.0005222425000000001,0.6440329981697914,0.2690588755310901
-0.0005221125000000001,0.6420143585115337,0.2690588755310901
-0.0005219825000000001,0.6389863990241462,0.2693973571637071
-0.0005218525,0.6359584395367557,0.2697358387963243
-0.0005217225,0.6329304800493675,0.2697358387963245
-0.0005215925,0.629229640675895,0.2700743204289415
-0.0005214625000000001,0.6262016811885071,0.2700743204289415
-0.0005213325000000001,0.6228372817580761,0.2704128020615587
-0.0005212025000000001,0.6188000024415589,0.2704128020615587
-0.0005210725000000001,0.6161084828972153,0.2704128020615587
-0.0005209425000000001,0.6120712035806988,0.2704128020615587
-0.0005208125,0.6093796840363509,0.2704128020615587
-0.0005206825,0.6066881644920056,0.2704128020615585
-0.0005205525,0.6029873251185331,0.2700743204289415
-0.0005204225,0.5999593656311453,0.271089765326793
-0.0005202925000000001,0.5962585262576712,0.2704128020615587
-0.0005201625000000001,0.5945763265424557,0.2704128020615587
-0.0005200325000000001,0.5905390472259404,0.2707512836941756
-0.0005199025000000001,0.5868382078524661,0.2710897653267928
-0.0005197725,0.5831373684789892,0.2710897653267928
-0.0005196425,0.580782288877687,0.2707512836941759
-0.0005195125,0.5774178894472576,0.271089765326793
-0.0005193825,0.5740534900168266,0.271089765326793
-0.0005192525000000001,0.5690068908711801,0.271089765326793
-0.0005191225000000001,0.5666518112698784,0.2707512836941758
-0.0005189925000000001,0.5622780920103181,0.2704128020615587
-0.0005188625000000001,0.5605958922951033,0.2704128020615587
-0.0005187325000000001,0.5565586129785872,0.2704128020615587
-0.0005186025,0.5531942135481527,0.2710897653267931
-0.0005184725,0.5494933741746802,0.2714282469594101
-0.0005183425,0.5468018546303355,0.271089765326793
-0.0005182125000000001,0.5431010152568614,0.271089765326793
-0.0005180825000000001,0.5400730557694735,0.271089765326793
-0.0005179525000000001,0.5367086563390425,0.271089765326793
-0.0005178225000000001,0.5336806968516559,0.2707512836941759
-0.0005176925000000001,0.5303162974212251,0.2707512836941758
-0.0005175625,0.5259425781616613,0.2707512836941759
-0.0005174325,0.5219052988451448,0.2710897653267928
-0.0005173025,0.5192137793008013,0.2707512836941758
-0.0005171725,0.5151764999842841,0.2714282469594101
-0.0005170425000000001,0.5121485404968962,0.271089765326793
-0.0005169125000000001,0.5084477011234221,0.271089765326793
-0.0005167825000000001,0.5050833016929926,0.2707512836941759
-0.0005166525000000001,0.5017189022625617,0.2707512836941758
-0.0005165225,0.4986909427751705,0.2707512836941758
-0.0005163925,0.4949901034016961,0.2707512836941756
-0.0005162625,0.4906163841421378,0.2704128020615587
-0.0005161325,0.4875884246547499,0.2707512836941758
-0.0005160025000000001,0.4842240252243188,0.2707512836941758
-0.0005158725000000001,0.4801867459078017,0.2707512836941758
-0.0005157425000000001,0.4771587864204138,0.2704128020615587
-0.0005156125000000001,0.4734579470469413,0.2700743204289417
-0.0005154825,0.4694206677304211,0.2704128020615585
-0.0005153525,0.4663927082430324,0.2700743204289415
-0.0005152225,0.4616825490404312,0.2700743204289415
-0.0005150925,0.4583181496100002,0.2697358387963243
-0.0005149625000000001,0.4536079904073967,0.2700743204289415
-0.0005148325000000001,0.4502435909769658,0.2693973571637072
-0.0005147025000000001,0.4468791915465348,0.2687203938984729
-0.0005145725000000001,0.4431783521730623,0.2690588755310899
-0.0005144425000000001,0.4391410728565453,0.2690588755310901
-0.0005143125,0.436449553312197,0.2690588755310896
-0.0005141825,0.4327487139387221,0.2680434306332388
-0.0005140525,0.427365674850035,0.2683819122658558
-0.0005139225000000001,0.4246741553056901,0.2680434306332386
-0.0005137925000000001,0.420973315932216,0.2690588755310901
-0.0005136625000000001,0.4162631567296127,0.2687203938984729
-0.0005135325000000001,0.413908077128312,0.2683819122658559
-0.0005134025000000001,0.4085250380396238,0.2677049490006218
-0.0005132725,0.4051606386091888,0.2670279857353875
-0.0005131425,0.4017962391787578,0.267704949000621
-0.0005130125,0.3984318397483284,0.26668950410277
-0.0005128825,0.3950674403178974,0.26668950410277
-0.0005127525000000001,0.3910301610013802,0.2670279857353872
-0.0005126225000000001,0.3866564417418198,0.2663510224701529
-0.0005124925000000001,0.3836284822544334,0.2666895041027699
-0.0005123625000000001,0.3799276428809595,0.265674059204919
-0.0005122325,0.3762268035074821,0.2656740592049183
-0.0005121025,0.3725259641340075,0.2649970959396843
-0.0005119725,0.3678158049314063,0.2649970959396843
-0.0005118425,0.3644514055009753,0.2649970959396843
-0.0005117125000000001,0.3607505661275012,0.2649970959396843
-0.0005115825000000001,0.3570497267540271,0.2636431694092157
-0.0005114525000000001,0.353685327323596,0.2636431694092157
-0.0005113225000000001,0.3506573678362095,0.2636431694092157
-0.0005111925,0.3459472086336032,0.2633046877765987
-0.0005110625,0.3425828092031716,0.2636431694092159
-0.0005109325,0.3378726500005703,0.2639816510418329
-0.0005108025,0.3331624907979669,0.2633046877765985
-0.0005106725000000001,0.3304709712536221,0.2636431694092157
-0.0005105425000000001,0.3257608120510188,0.2633046877765985
-0.0005104125000000001,0.3223964126205878,0.2626277245113643
-0.0005102825000000001,0.3183591333040724,0.2622892428787473
-0.0005101525000000001,0.3146582939305981,0.2622892428787471
-0.0005100225,0.31095745455712,0.2619507612461298
-0.0005098925,0.3059108554114743,0.2616122796135128
-0.0005097625,0.3025464559810448,0.2616122796135128
-0.0005096325000000001,0.2988456166075708,0.2609353163482785
-0.0005095025000000001,0.2941354574049673,0.2609353163482785
-0.0005093725000000001,0.2904346180314932,0.2609353163482785
-0.0005092425000000001,0.2867337786580208,0.2602583530830446
-0.0005091125000000001,0.2837058191706326,0.2602583530830442
-0.0005089825,0.2789956599680262,0.2592429081851926
-0.0005088525,0.2752948205945521,0.2589044265525755
-0.0005087225,0.2715939812210796,0.2585659449199585
-0.0005085925,0.2672202619615193,0.2585659449199585
-0.0005084625000000001,0.262846542701959,0.2578889816547242
-0.0005083325000000001,0.2584728234423987,0.2572120183894899
-0.0005082025000000001,0.2544355441258834,0.2568735367568729
-0.0005080725000000001,0.2500618248663232,0.2565350551242558
-0.0005079425,0.2456881056067597,0.2561965734916382
-0.0005078125,0.2429965860624141,0.2555196102264042
-0.0005076825,0.2386228668028558,0.2555196102264042
-0.0005075525,0.2352584673724248,0.255181128593787
-0.0005074225000000001,0.2305483081698215,0.2548426469611699
-0.0005072925000000001,0.2271839087393904,0.2541656836959356
-0.0005071625000000001,0.2238195093089594,0.2545041653285527
-0.0005070325000000001,0.220118669935487,0.2538272020633188
-0.0005069025000000001,0.2154085107328841,0.2538272020633184
-0.0005067725,0.212380551245492,0.2538272020633181
-0.0005066425,0.2080068319859337,0.2531502387980841
-0.0005065125,0.2036331127263734,0.2524732755328499
-0.0005063825000000001,0.1999322733528993,0.2517963122676156
-0.0005062525000000001,0.1952221141502959,0.2517963122676156
-0.0005061225000000001,0.1898390750616064,0.2511193490023813
-0.0005059925000000001,0.1871475555172628,0.2507808673697643
-0.0005058625000000001,0.1831102762007462,0.2501039041045302
-0.0005057325,0.1790729968842254,0.2497654224719125
-0.0005056025,0.1753721575107509,0.2494269408392955
-0.0005054725,0.1706619983081497,0.2494269408392955
-0.0005053425,0.1672975988777186,0.2484114959414441
-0.0005052125000000001,0.1625874396751152,0.2480730143088269
-0.0005050825000000001,0.1588866003016411,0.2477345326762098
-0.0005049525000000001,0.1555222008712116,0.2480730143088268
-0.0005048225000000001,0.1511484816116518,0.2473960510435929
-0.0005046925,0.1474476422381741,0.2467190877783582
-0.0005045625,0.1437468028646995,0.2463806061457406
-0.0005044325,0.1390366436620982,0.2450266796152726
-0.0005043025,0.1356722442316672,0.2446881979826555
-0.0005041725000000001,0.13163496491515,0.2446881979826555
-0.0005040425000000001,0.1269248057125466,0.2440112347174212
-0.0005039125000000001,0.1225510864529863,0.2440112347174212
-0.0005037825000000001,0.1188502470795139,0.2429957898195702
-0.0005036525,0.1144765278199498,0.2429957898195695
-0.0005035225,0.1097663686173467,0.2423188265543355
-0.0005033925,0.1057290893008313,0.2423188265543355
-0.0005032625,0.1023646898704003,0.2416418632891011
-0.0005031325000000001,0.09832741055388312,0.2409649000238668
-0.0005030025000000001,0.09361725135127973,0.2402879367586326
-0.0005028725000000001,0.09025285192084873,0.2399494551260154
-0.0005027425000000001,0.08587913266129041,0.2396109734933984
-0.0005026125000000001,0.08116897345868715,0.2385955285955473
-0.0005024825,0.07713169414216629,0.2379185653303121
-0.0005023525,0.07376729471173514,0.2369031204324608
-0.0005022225,0.07006645533826272,0.2362261571672268
-0.0005020925000000001,0.06602917602174552,0.2352107122693753
-0.0005019625000000001,0.06131901681914211,0.2352107122693753
-0.0005018325000000001,0.05795461738871111,0.2341952673715239
-0.0005017025000000001,0.05324445818610986,0.2338567857389069
-0.0005015725000000001,0.04920717886959235,0.2335183041062898
-0.0005014425,0.04550633949611442,0.232502859208438
-0.0005013125,0.04113262023655458,0.2321643775758207
-0.0005011825,0.03776822080612511,0.2314874143105867
-0.0005010525,0.03272162166047861,0.2311489326779696
-0.0005009225000000001,0.02868434234396141,0.2304719694127353
-0.0005007925000000001,0.02565638285657351,0.2301334877801182
-0.0005006625000000001,0.02161910354005814,0.2294565245148842
-0.0005005325000000001,0.01623606445136916,0.2284410796170329
-0.0005004025,0.01186234519180442,0.2284410796170322
-0.0005002725,0.007488625932244577,0.2281025979844148
-0.0005001425,0.004124226501815107,0.2270871530865638
-0.0005000125,-0.0005859327007882942,0.2264101898213295
-0.0004998825000000001,-0.004959651960348595,0.2260717081887124
-0.0004997525000000001,-0.008996931276865796,0.2250562632908609
-0.0004996225000000001,-0.0126977706503399,0.2250562632908609
-0.0004994925000000001,-0.01740792985294116,0.2243793000256269
-0.0004993625,-0.02110876922641939,0.2237023367603919
-0.0004992325,-0.02548248848597923,0.2226868918625406
-0.0004991025,-0.0288468879164087,0.2220099285973066
-0.0004989725,-0.033220607175969,0.2220099285973066
-0.0004988425000000001,-0.0372578864924862,0.2216714469646894
-0.0004987125000000001,-0.0409587258659603,0.220656002066838
-0.0004985825000000001,-0.0460053250116068,0.2196405571689866
-0.0004984525000000001,-0.05004260432812217,0.2193020755363696
-0.0004983225000000001,-0.05441632358768231,0.2186251122711354
-0.0004981925,-0.05811716296115993,0.2179481490059003
-0.0004980625,-0.06148156239159109,0.2169327041080495
-0.0004979325,-0.0651824017650635,0.2172711857406666
-0.0004978025000000001,-0.0685468011954945,0.2155787775775808
-0.0004976725000000001,-0.07325696039809791,0.2152402959449636
-0.0004975425000000001,-0.0776306796576582,0.2145633326797294
-0.0004974125000000001,-0.08133151903113063,0.2145633326797294
-0.0004972825000000001,-0.08570523829069063,0.2138863694144954
-0.0004971525,-0.08974251760721179,0.2121939612514093
-0.0004970225,-0.09411623686677179,0.2121939612514087
-0.0004968925,-0.09781707624024422,0.2108400347209408
-0.0004967625,-0.1018543555567614,0.2105015530883236
-0.0004966325000000001,-0.1065645147593648,0.2094861081904721
-0.0004965025000000001,-0.110601794075882,0.2088091449252378
-0.0004963725000000001,-0.1143026334493544,0.2081321816600039
-0.0004962425000000001,-0.1186763527089144,0.2071167367621526
-0.0004961125,-0.1220407521393495,0.2067782551295347
-0.0004959825,-0.1267509113419523,0.2061012918643003
-0.0004958525,-0.1301153107723818,0.2054243285990664
-0.0004957225,-0.1358347898041145,0.2047473653338321
-0.0004955925000000001,-0.1388627492915024,0.204408883701215
-0.0004954625000000001,-0.1429000286080196,0.2040704020685978
-0.0004953325000000001,-0.147610187810623,0.2033934388033635
-0.0004952025000000001,-0.1523203470132243,0.2027164755381295
-0.0004950725000000001,-0.1560211863866988,0.2017010306402783
